"Date","GSCPI","positiveGscpi"
2007-12-01,-0.144366476125676,114.403114679937
2008-01-01,-0.366525377259299,103.874040392319
2008-02-01,0.45991054830301,143.042424867573
2008-03-01,0.156377039041667,128.656654810709
2008-04-01,0.144113703583647,128.075442131889
2008-05-01,-0.107564832334622,116.147304264082
2008-06-01,0.279495370893295,134.491766776147
2008-07-01,1.00554236987129,168.902284426049
2008-08-01,0.28670815487505,134.833611905813
2008-09-01,-0.522437728412524,96.484677556652
2008-10-01,-0.961587688973083,75.6714554235203
2008-11-01,-1.51253100129415,49.5598612713434
2008-12-01,-0.689868039665746,88.5494286146175
2009-01-01,-0.390497026318531,102.737919928753
2009-02-01,-0.418952509090575,101.38929112987
2009-03-01,0.204511402514117,130.937951154013
2009-04-01,0.859917005046573,162.000466508437
2009-05-01,0.34864742908459,137.769182869414
2009-06-01,-0.488445561287718,98.0957138510697
2009-07-01,-0.725571581677443,86.8572828385356
2009-08-01,-1.10894706574942,68.6874551555236
2009-09-01,-0.484541404674487,98.2807487733773
2009-10-01,-0.451820957942832,99.8315127202804
2009-11-01,-0.787478086353736,83.9232649653045
2009-12-01,-0.611784278389131,92.2501568723774
2010-01-01,-0.322363273292847,105.967074121724
2010-02-01,-0.15585747373485,113.858506443002
2010-03-01,0.359459892714,138.281632436842
2010-04-01,0.282450941984213,134.631844114574
2010-05-01,0.430793584782452,141.662445625808
2010-06-01,-0.0366381390343351,119.508828015429
2010-07-01,-0.0467979186922805,119.02731197345
2010-08-01,0.304316421428081,135.668144061252
2010-09-01,0.37380057579887,138.961299633453
2010-10-01,0.676014280772595,153.284518438405
2010-11-01,0.455148609497131,142.81673592518
2010-12-01,0.70305754864597,154.566216245541
2011-01-01,0.773486246968763,157.90413785407
2011-02-01,0.363438986302256,138.470218947553
2011-03-01,0.732250657955499,155.949804366648
2011-04-01,1.60894845312284,197.500316932226
2011-05-01,0.935918756667204,165.602519294615
2011-06-01,0.205084723077584,130.965123303194
2011-07-01,0.292996552373782,135.131646349071
2011-08-01,-0.0891143859140659,117.021750977721
2011-09-01,-0.535703534608919,95.8559534397508
2011-10-01,-0.361852327370525,104.095516503236
2011-11-01,0.147795412680942,128.249934301202
2011-12-01,-0.0305323750271456,119.798206665064
2012-01-01,0.391447158814073,139.797647772293
2012-02-01,0.026317712008364,122.492578966151
2012-03-01,-0.345818347221798,104.855436395037
2012-04-01,-0.305018112145167,106.789136570371
2012-05-01,-0.654184635350295,90.2406199778954
2012-06-01,-0.690430436726917,88.5227741776087
2012-07-01,-0.671564337330721,89.4169204893095
2012-08-01,-0.12251734523933,115.438639797537
2012-09-01,-0.24731630309828,109.523875673259
2012-10-01,0.0108339564998113,121.758736607511
2012-11-01,-0.338390702861516,105.207464690336
2012-12-01,-0.135186617043552,114.838188033885
2013-01-01,-0.0345817680375427,119.606288359704
2013-02-01,-0.359700944308611,104.197479881541
2013-03-01,-0.524310722472868,96.3959082410811
2013-04-01,-0.712718402728117,87.46645075978
2013-05-01,-0.842700028946488,81.3060574939913
2013-06-01,-0.650731169185997,90.4042947242509
2013-07-01,-0.642074143452779,90.8145887371837
2013-08-01,-0.557507525996786,94.8225676788474
2013-09-01,-0.273635729402764,108.276483858871
2013-10-01,-0.179103452813998,112.756778628524
2013-11-01,-0.686140843592037,88.7260766091131
2013-12-01,-0.48795528907736,98.1189499784437
2014-01-01,-0.628165794431699,91.4737657465847
2014-02-01,-0.282446676811931,107.858894829838
2014-03-01,-0.617831424493503,91.9635563795045
2014-04-01,-0.815200652432665,82.6093722686852
2014-05-01,-0.824052707066838,82.1898349898921
2014-06-01,-0.684065618081745,88.8244305505934
2014-07-01,-0.811226610087188,82.797719379083
2014-08-01,-0.619792307976173,91.8706216028511
2014-09-01,-0.807143428921194,82.991239051746
2014-10-01,-0.586011045871544,93.4716621932311
2014-11-01,-0.958148935976286,75.8344328490265
2014-12-01,-0.385022313561622,102.997390321461
2015-01-01,-0.501649905373324,97.4699026902871
2015-02-01,-0.314117592597796,106.357872708444
2015-03-01,-0.37605735475357,103.422278618954
2015-04-01,-0.346589245985535,104.818900157641
2015-05-01,-0.539342487088678,95.6834876920676
2015-06-01,-0.857405890431775,80.6090829084496
2015-07-01,-0.403499674390162,102.121668017245
